date,division,home,away,home_goals,away_goals,n,p
2025-08-24,4,Árbær,Tindastóll,8,4,5,0.00125
2025-08-24,4,Árbær,Tindastóll,8,5,1,2.5e-4
2025-08-24,4,Árbær,Tindastóll,8,6,1,2.5e-4
2025-08-24,4,Árbær,Tindastóll,9,0,1,2.5e-4
2025-08-24,4,Árbær,Tindastóll,9,2,2,5e-4
2025-08-24,4,Árbær,Tindastóll,10,0,1,2.5e-4
2025-08-24,4,Árbær,Tindastóll,11,2,1,2.5e-4
2025-08-25,1,KR,Stjarnan,0,0,98,0.0245
2025-08-25,1,KR,Stjarnan,0,1,100,0.025
2025-08-25,1,KR,Stjarnan,0,2,51,0.01275
2025-08-25,1,KR,Stjarnan,0,3,20,0.005
2025-08-25,1,KR,Stjarnan,0,4,5,0.00125
2025-08-25,1,KR,Stjarnan,0,5,1,2.5e-4
2025-08-25,1,KR,Stjarnan,1,0,229,0.05725
2025-08-25,1,KR,Stjarnan,1,1,233,0.05825
2025-08-25,1,KR,Stjarnan,1,2,121,0.03025
2025-08-25,1,KR,Stjarnan,1,3,44,0.011
2025-08-25,1,KR,Stjarnan,1,4,9,0.00225
2025-08-25,1,KR,Stjarnan,1,5,3,7.5e-4
2025-08-25,1,KR,Stjarnan,2,0,366,0.0915
2025-08-25,1,KR,Stjarnan,2,1,307,0.07675
2025-08-25,1,KR,Stjarnan,2,2,162,0.0405
2025-08-25,1,KR,Stjarnan,2,3,64,0.016
2025-08-25,1,KR,Stjarnan,2,4,22,0.0055
2025-08-25,1,KR,Stjarnan,2,5,7,0.00175
2025-08-25,1,KR,Stjarnan,2,6,1,2.5e-4
2025-08-25,1,KR,Stjarnan,3,0,313,0.07825
2025-08-25,1,KR,Stjarnan,3,1,310,0.0775
2025-08-25,1,KR,Stjarnan,3,2,132,0.033
2025-08-25,1,KR,Stjarnan,3,3,54,0.0135
2025-08-25,1,KR,Stjarnan,3,4,22,0.0055
2025-08-25,1,KR,Stjarnan,3,5,3,7.5e-4
2025-08-25,1,KR,Stjarnan,4,0,240,0.06
2025-08-25,1,KR,Stjarnan,4,1,197,0.04925
2025-08-25,1,KR,Stjarnan,4,2,111,0.02775
2025-08-25,1,KR,Stjarnan,4,3,34,0.0085
2025-08-25,1,KR,Stjarnan,4,4,5,0.00125
2025-08-25,1,KR,Stjarnan,4,6,1,2.5e-4
2025-08-25,1,KR,Stjarnan,5,0,140,0.035
2025-08-25,1,KR,Stjarnan,5,1,142,0.0355
2025-08-25,1,KR,Stjarnan,5,2,80,0.02
2025-08-25,1,KR,Stjarnan,5,3,22,0.0055
2025-08-25,1,KR,Stjarnan,5,4,7,0.00175
2025-08-25,1,KR,Stjarnan,5,5,2,5e-4
2025-08-25,1,KR,Stjarnan,6,0,63,0.01575
2025-08-25,1,KR,Stjarnan,6,1,65,0.01625
2025-08-25,1,KR,Stjarnan,6,2,39,0.00975
2025-08-25,1,KR,Stjarnan,6,3,8,0.002
2025-08-25,1,KR,Stjarnan,6,4,3,7.5e-4
2025-08-25,1,KR,Stjarnan,6,5,1,2.5e-4
2025-08-25,1,KR,Stjarnan,6,7,1,2.5e-4
2025-08-25,1,KR,Stjarnan,7,0,38,0.0095
2025-08-25,1,KR,Stjarnan,7,1,40,0.01
2025-08-25,1,KR,Stjarnan,7,2,10,0.0025
2025-08-25,1,KR,Stjarnan,7,3,7,0.00175
2025-08-25,1,KR,Stjarnan,7,4,2,5e-4
2025-08-25,1,KR,Stjarnan,8,0,13,0.00325
2025-08-25,1,KR,Stjarnan,8,1,21,0.00525
2025-08-25,1,KR,Stjarnan,8,2,8,0.002
2025-08-25,1,KR,Stjarnan,8,4,1,2.5e-4
2025-08-25,1,KR,Stjarnan,9,0,3,7.5e-4
2025-08-25,1,KR,Stjarnan,9,1,6,0.0015
2025-08-25,1,KR,Stjarnan,9,2,1,2.5e-4
2025-08-25,1,KR,Stjarnan,9,3,1,2.5e-4
2025-08-25,1,KR,Stjarnan,9,4,1,2.5e-4
2025-08-25,1,KR,Stjarnan,9,5,1,2.5e-4
2025-08-25,1,KR,Stjarnan,10,0,1,2.5e-4
2025-08-25,1,KR,Stjarnan,10,1,1,2.5e-4
2025-08-25,1,KR,Stjarnan,10,2,2,5e-4
2025-08-25,1,KR,Stjarnan,10,4,1,2.5e-4
2025-08-25,1,KR,Stjarnan,11,1,2,5e-4
2025-08-25,1,KR,Stjarnan,11,3,1,2.5e-4
2025-08-25,1,KR,Stjarnan,14,0,1,2.5e-4
2025-08-26,1,Valur,Afturelding,0,0,86,0.0215
2025-08-26,1,Valur,Afturelding,0,1,113,0.02825
2025-08-26,1,Valur,Afturelding,0,2,141,0.03525
2025-08-26,1,Valur,Afturelding,0,3,102,0.0255
2025-08-26,1,Valur,Afturelding,0,4,74,0.0185
2025-08-26,1,Valur,Afturelding,0,5,25,0.00625
2025-08-26,1,Valur,Afturelding,0,6,12,0.003
2025-08-26,1,Valur,Afturelding,0,7,7,0.00175
2025-08-26,1,Valur,Afturelding,0,8,1,2.5e-4
2025-08-26,1,Valur,Afturelding,1,0,127,0.03175
2025-08-26,1,Valur,Afturelding,1,1,260,0.065
2025-08-26,1,Valur,Afturelding,1,2,253,0.06325
2025-08-26,1,Valur,Afturelding,1,3,172,0.043
2025-08-26,1,Valur,Afturelding,1,4,82,0.0205
2025-08-26,1,Valur,Afturelding,1,5,46,0.0115
2025-08-26,1,Valur,Afturelding,1,6,27,0.00675
2025-08-26,1,Valur,Afturelding,1,7,8,0.002
2025-08-26,1,Valur,Afturelding,1,8,2,5e-4
2025-08-26,1,Valur,Afturelding,1,10,1,2.5e-4
2025-08-26,1,Valur,Afturelding,2,0,151,0.03775
2025-08-26,1,Valur,Afturelding,2,1,249,0.06225
2025-08-26,1,Valur,Afturelding,2,2,263,0.06575
2025-08-26,1,Valur,Afturelding,2,3,195,0.04875
2025-08-26,1,Valur,Afturelding,2,4,101,0.02525
2025-08-26,1,Valur,Afturelding,2,5,55,0.01375
2025-08-26,1,Valur,Afturelding,2,6,24,0.006
2025-08-26,1,Valur,Afturelding,2,7,9,0.00225
2025-08-26,1,Valur,Afturelding,2,8,3,7.5e-4
2025-08-26,1,Valur,Afturelding,2,9,2,5e-4
2025-08-26,1,Valur,Afturelding,2,10,1,2.5e-4
2025-08-26,1,Valur,Afturelding,3,0,80,0.02
2025-08-26,1,Valur,Afturelding,3,1,175,0.04375
2025-08-26,1,Valur,Afturelding,3,2,165,0.04125
2025-08-26,1,Valur,Afturelding,3,3,130,0.0325
2025-08-26,1,Valur,Afturelding,3,4,79,0.01975
2025-08-26,1,Valur,Afturelding,3,5,37,0.00925
2025-08-26,1,Valur,Afturelding,3,6,17,0.00425
2025-08-26,1,Valur,Afturelding,3,7,11,0.00275
2025-08-26,1,Valur,Afturelding,3,8,3,7.5e-4
2025-08-26,1,Valur,Afturelding,3,9,3,7.5e-4
2025-08-26,1,Valur,Afturelding,4,0,44,0.011
2025-08-26,1,Valur,Afturelding,4,1,96,0.024
2025-08-26,1,Valur,Afturelding,4,2,107,0.02675
2025-08-26,1,Valur,Afturelding,4,3,79,0.01975
2025-08-26,1,Valur,Afturelding,4,4,52,0.013
2025-08-26,1,Valur,Afturelding,4,5,19,0.00475
2025-08-26,1,Valur,Afturelding,4,6,9,0.00225
2025-08-26,1,Valur,Afturelding,4,7,3,7.5e-4
2025-08-26,1,Valur,Afturelding,5,0,24,0.006
2025-08-26,1,Valur,Afturelding,5,1,42,0.0105
2025-08-26,1,Valur,Afturelding,5,2,39,0.00975
2025-08-26,1,Valur,Afturelding,5,3,36,0.009
2025-08-26,1,Valur,Afturelding,5,4,23,0.00575
2025-08-26,1,Valur,Afturelding,5,5,9,0.00225
2025-08-26,1,Valur,Afturelding,5,6,1,2.5e-4
2025-08-26,1,Valur,Afturelding,5,7,5,0.00125
2025-08-26,1,Valur,Afturelding,5,9,1,2.5e-4
2025-08-26,1,Valur,Afturelding,6,0,11,0.00275
2025-08-26,1,Valur,Afturelding,6,1,12,0.003
2025-08-26,1,Valur,Afturelding,6,2,18,0.0045
2025-08-26,1,Valur,Afturelding,6,3,21,0.00525
2025-08-26,1,Valur,Afturelding,6,4,5,0.00125
2025-08-26,1,Valur,Afturelding,6,5,7,0.00175
2025-08-26,1,Valur,Afturelding,6,6,2,5e-4
2025-08-26,1,Valur,Afturelding,6,7,2,5e-4
2025-08-26,1,Valur,Afturelding,7,0,1,2.5e-4
2025-08-26,1,Valur,Afturelding,7,1,3,7.5e-4
2025-08-26,1,Valur,Afturelding,7,2,5,0.00125
2025-08-26,1,Valur,Afturelding,7,3,4,0.001
2025-08-26,1,Valur,Afturelding,7,4,2,5e-4
2025-08-26,1,Valur,Afturelding,7,5,2,5e-4
2025-08-26,1,Valur,Afturelding,7,6,4,0.001
2025-08-26,1,Valur,Afturelding,7,7,1,2.5e-4
2025-08-26,1,Valur,Afturelding,7,8,1,2.5e-4
2025-08-26,1,Valur,Afturelding,8,0,2,5e-4
2025-08-26,1,Valur,Afturelding,8,1,3,7.5e-4
2025-08-26,1,Valur,Afturelding,8,2,3,7.5e-4
2025-08-26,1,Valur,Afturelding,8,3,2,5e-4
2025-08-26,1,Valur,Afturelding,8,4,1,2.5e-4
2025-08-26,1,Valur,Afturelding,8,5,2,5e-4
2025-08-26,1,Valur,Afturelding,8,8,1,2.5e-4
2025-08-26,1,Valur,Afturelding,9,0,1,2.5e-4
2025-08-26,1,Valur,Afturelding,9,3,2,5e-4
2025-08-26,1,Valur,Afturelding,9,5,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,0,0,186,0.0465
2025-08-26,1,Víkingur R.,Vestri,0,1,284,0.071
2025-08-26,1,Víkingur R.,Vestri,0,2,192,0.048
2025-08-26,1,Víkingur R.,Vestri,0,3,105,0.02625
2025-08-26,1,Víkingur R.,Vestri,0,4,53,0.01325
2025-08-26,1,Víkingur R.,Vestri,0,5,20,0.005
2025-08-26,1,Víkingur R.,Vestri,0,6,3,7.5e-4
2025-08-26,1,Víkingur R.,Vestri,0,7,2,5e-4
2025-08-26,1,Víkingur R.,Vestri,1,0,198,0.0495
2025-08-26,1,Víkingur R.,Vestri,1,1,393,0.09825
2025-08-26,1,Víkingur R.,Vestri,1,2,327,0.08175
2025-08-26,1,Víkingur R.,Vestri,1,3,171,0.04275
2025-08-26,1,Víkingur R.,Vestri,1,4,87,0.02175
2025-08-26,1,Víkingur R.,Vestri,1,5,37,0.00925
2025-08-26,1,Víkingur R.,Vestri,1,6,10,0.0025
2025-08-26,1,Víkingur R.,Vestri,1,7,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,1,8,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,2,0,192,0.048
2025-08-26,1,Víkingur R.,Vestri,2,1,279,0.06975
2025-08-26,1,Víkingur R.,Vestri,2,2,279,0.06975
2025-08-26,1,Víkingur R.,Vestri,2,3,142,0.0355
2025-08-26,1,Víkingur R.,Vestri,2,4,74,0.0185
2025-08-26,1,Víkingur R.,Vestri,2,5,29,0.00725
2025-08-26,1,Víkingur R.,Vestri,2,6,8,0.002
2025-08-26,1,Víkingur R.,Vestri,2,10,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,3,0,105,0.02625
2025-08-26,1,Víkingur R.,Vestri,3,1,144,0.036
2025-08-26,1,Víkingur R.,Vestri,3,2,156,0.039
2025-08-26,1,Víkingur R.,Vestri,3,3,90,0.0225
2025-08-26,1,Víkingur R.,Vestri,3,4,39,0.00975
2025-08-26,1,Víkingur R.,Vestri,3,5,10,0.0025
2025-08-26,1,Víkingur R.,Vestri,3,6,3,7.5e-4
2025-08-26,1,Víkingur R.,Vestri,3,7,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,4,0,46,0.0115
2025-08-26,1,Víkingur R.,Vestri,4,1,71,0.01775
2025-08-26,1,Víkingur R.,Vestri,4,2,60,0.015
2025-08-26,1,Víkingur R.,Vestri,4,3,31,0.00775
2025-08-26,1,Víkingur R.,Vestri,4,4,27,0.00675
2025-08-26,1,Víkingur R.,Vestri,4,5,4,0.001
2025-08-26,1,Víkingur R.,Vestri,4,6,3,7.5e-4
2025-08-26,1,Víkingur R.,Vestri,5,0,13,0.00325
2025-08-26,1,Víkingur R.,Vestri,5,1,25,0.00625
2025-08-26,1,Víkingur R.,Vestri,5,2,20,0.005
2025-08-26,1,Víkingur R.,Vestri,5,3,14,0.0035
2025-08-26,1,Víkingur R.,Vestri,5,4,4,0.001
2025-08-26,1,Víkingur R.,Vestri,5,5,2,5e-4
2025-08-26,1,Víkingur R.,Vestri,5,6,2,5e-4
2025-08-26,1,Víkingur R.,Vestri,6,0,4,0.001
2025-08-26,1,Víkingur R.,Vestri,6,1,10,0.0025
2025-08-26,1,Víkingur R.,Vestri,6,2,12,0.003
2025-08-26,1,Víkingur R.,Vestri,6,3,6,0.0015
2025-08-26,1,Víkingur R.,Vestri,6,4,3,7.5e-4
2025-08-26,1,Víkingur R.,Vestri,6,5,2,5e-4
2025-08-26,1,Víkingur R.,Vestri,6,6,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,7,0,3,7.5e-4
2025-08-26,1,Víkingur R.,Vestri,7,1,4,0.001
2025-08-26,1,Víkingur R.,Vestri,7,2,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,7,3,4,0.001
2025-08-26,1,Víkingur R.,Vestri,7,4,2,5e-4
2025-08-26,1,Víkingur R.,Vestri,7,5,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,7,7,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,8,5,1,2.5e-4
2025-08-26,1,Víkingur R.,Vestri,9,2,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,0,0,230,0.0575
2025-08-28,4,Reynir S.,Augnablik,0,1,209,0.05225
2025-08-28,4,Reynir S.,Augnablik,0,2,133,0.03325
2025-08-28,4,Reynir S.,Augnablik,0,3,59,0.01475
2025-08-28,4,Reynir S.,Augnablik,0,4,25,0.00625
2025-08-28,4,Reynir S.,Augnablik,0,5,9,0.00225
2025-08-28,4,Reynir S.,Augnablik,0,6,2,5e-4
2025-08-28,4,Reynir S.,Augnablik,0,7,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,1,0,332,0.083
2025-08-28,4,Reynir S.,Augnablik,1,1,379,0.09475
2025-08-28,4,Reynir S.,Augnablik,1,2,236,0.059
2025-08-28,4,Reynir S.,Augnablik,1,3,118,0.0295
2025-08-28,4,Reynir S.,Augnablik,1,4,38,0.0095
2025-08-28,4,Reynir S.,Augnablik,1,5,10,0.0025
2025-08-28,4,Reynir S.,Augnablik,1,6,8,0.002
2025-08-28,4,Reynir S.,Augnablik,2,0,284,0.071
2025-08-28,4,Reynir S.,Augnablik,2,1,345,0.08625
2025-08-28,4,Reynir S.,Augnablik,2,2,207,0.05175
2025-08-28,4,Reynir S.,Augnablik,2,3,100,0.025
2025-08-28,4,Reynir S.,Augnablik,2,4,31,0.00775
2025-08-28,4,Reynir S.,Augnablik,2,5,19,0.00475
2025-08-28,4,Reynir S.,Augnablik,2,6,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,2,7,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,3,0,177,0.04425
2025-08-28,4,Reynir S.,Augnablik,3,1,196,0.049
2025-08-28,4,Reynir S.,Augnablik,3,2,141,0.03525
2025-08-28,4,Reynir S.,Augnablik,3,3,74,0.0185
2025-08-28,4,Reynir S.,Augnablik,3,4,26,0.0065
2025-08-28,4,Reynir S.,Augnablik,3,5,5,0.00125
2025-08-28,4,Reynir S.,Augnablik,3,6,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,4,0,111,0.02775
2025-08-28,4,Reynir S.,Augnablik,4,1,123,0.03075
2025-08-28,4,Reynir S.,Augnablik,4,2,66,0.0165
2025-08-28,4,Reynir S.,Augnablik,4,3,25,0.00625
2025-08-28,4,Reynir S.,Augnablik,4,4,13,0.00325
2025-08-28,4,Reynir S.,Augnablik,4,5,4,0.001
2025-08-28,4,Reynir S.,Augnablik,4,6,2,5e-4
2025-08-28,4,Reynir S.,Augnablik,4,7,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,4,8,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,5,0,41,0.01025
2025-08-28,4,Reynir S.,Augnablik,5,1,55,0.01375
2025-08-28,4,Reynir S.,Augnablik,5,2,32,0.008
2025-08-28,4,Reynir S.,Augnablik,5,3,21,0.00525
2025-08-28,4,Reynir S.,Augnablik,5,4,7,0.00175
2025-08-28,4,Reynir S.,Augnablik,5,5,4,0.001
2025-08-28,4,Reynir S.,Augnablik,5,6,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,6,0,14,0.0035
2025-08-28,4,Reynir S.,Augnablik,6,1,24,0.006
2025-08-28,4,Reynir S.,Augnablik,6,2,17,0.00425
2025-08-28,4,Reynir S.,Augnablik,6,3,6,0.0015
2025-08-28,4,Reynir S.,Augnablik,6,4,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,7,0,5,0.00125
2025-08-28,4,Reynir S.,Augnablik,7,1,12,0.003
2025-08-28,4,Reynir S.,Augnablik,7,2,5,0.00125
2025-08-28,4,Reynir S.,Augnablik,7,3,2,5e-4
2025-08-28,4,Reynir S.,Augnablik,8,0,2,5e-4
2025-08-28,4,Reynir S.,Augnablik,8,1,3,7.5e-4
2025-08-28,4,Reynir S.,Augnablik,8,2,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,9,1,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,11,0,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,11,2,1,2.5e-4
2025-08-28,4,Reynir S.,Augnablik,12,3,1,2.5e-4
2025-08-28,5,Hamar,Elliði,0,0,87,0.02175
2025-08-28,5,Hamar,Elliði,0,1,146,0.0365
2025-08-28,5,Hamar,Elliði,0,2,159,0.03975
2025-08-28,5,Hamar,Elliði,0,3,105,0.02625
2025-08-28,5,Hamar,Elliði,0,4,44,0.011
2025-08-28,5,Hamar,Elliði,0,5,12,0.003
2025-08-28,5,Hamar,Elliði,0,6,4,0.001
2025-08-28,5,Hamar,Elliði,0,7,4,0.001
2025-08-28,5,Hamar,Elliði,0,8,2,5e-4
2025-08-28,5,Hamar,Elliði,1,0,185,0.04625
2025-08-28,5,Hamar,Elliði,1,1,284,0.071
2025-08-28,5,Hamar,Elliði,1,2,273,0.06825
2025-08-28,5,Hamar,Elliði,1,3,168,0.042
2025-08-28,5,Hamar,Elliði,1,4,73,0.01825
2025-08-28,5,Hamar,Elliði,1,5,35,0.00875
2025-08-28,5,Hamar,Elliði,1,6,9,0.00225
2025-08-28,5,Hamar,Elliði,1,7,5,0.00125
2025-08-28,5,Hamar,Elliði,2,0,157,0.03925
2025-08-28,5,Hamar,Elliði,2,1,288,0.072
2025-08-28,5,Hamar,Elliði,2,2,284,0.071
2025-08-28,5,Hamar,Elliði,2,3,201,0.05025
2025-08-28,5,Hamar,Elliði,2,4,105,0.02625
2025-08-28,5,Hamar,Elliði,2,5,36,0.009
2025-08-28,5,Hamar,Elliði,2,6,10,0.0025
2025-08-28,5,Hamar,Elliði,2,7,6,0.0015
2025-08-28,5,Hamar,Elliði,2,9,2,5e-4
2025-08-28,5,Hamar,Elliði,3,0,111,0.02775
2025-08-28,5,Hamar,Elliði,3,1,159,0.03975
2025-08-28,5,Hamar,Elliði,3,2,172,0.043
2025-08-28,5,Hamar,Elliði,3,3,144,0.036
2025-08-28,5,Hamar,Elliði,3,4,60,0.015
2025-08-28,5,Hamar,Elliði,3,5,29,0.00725
2025-08-28,5,Hamar,Elliði,3,6,7,0.00175
2025-08-28,5,Hamar,Elliði,3,7,1,2.5e-4
2025-08-28,5,Hamar,Elliði,4,0,46,0.0115
2025-08-28,5,Hamar,Elliði,4,1,92,0.023
2025-08-28,5,Hamar,Elliði,4,2,97,0.02425
2025-08-28,5,Hamar,Elliði,4,3,60,0.015
2025-08-28,5,Hamar,Elliði,4,4,34,0.0085
2025-08-28,5,Hamar,Elliði,4,5,12,0.003
2025-08-28,5,Hamar,Elliði,4,6,4,0.001
2025-08-28,5,Hamar,Elliði,4,7,5,0.00125
2025-08-28,5,Hamar,Elliði,4,8,1,2.5e-4
2025-08-28,5,Hamar,Elliði,5,0,18,0.0045
2025-08-28,5,Hamar,Elliði,5,1,55,0.01375
2025-08-28,5,Hamar,Elliði,5,2,40,0.01
2025-08-28,5,Hamar,Elliði,5,3,23,0.00575
2025-08-28,5,Hamar,Elliði,5,4,22,0.0055
2025-08-28,5,Hamar,Elliði,5,5,13,0.00325
2025-08-28,5,Hamar,Elliði,5,6,2,5e-4
2025-08-28,5,Hamar,Elliði,5,7,1,2.5e-4
2025-08-28,5,Hamar,Elliði,5,8,1,2.5e-4
2025-08-28,5,Hamar,Elliði,6,0,14,0.0035
2025-08-28,5,Hamar,Elliði,6,1,21,0.00525
2025-08-28,5,Hamar,Elliði,6,2,13,0.00325
2025-08-28,5,Hamar,Elliði,6,3,12,0.003
2025-08-28,5,Hamar,Elliði,6,4,6,0.0015
2025-08-28,5,Hamar,Elliði,6,5,2,5e-4
2025-08-28,5,Hamar,Elliði,6,6,1,2.5e-4
2025-08-28,5,Hamar,Elliði,6,8,1,2.5e-4
2025-08-28,5,Hamar,Elliði,7,0,5,0.00125
2025-08-28,5,Hamar,Elliði,7,1,7,0.00175
2025-08-28,5,Hamar,Elliði,7,2,7,0.00175
2025-08-28,5,Hamar,Elliði,7,3,4,0.001
2025-08-28,5,Hamar,Elliði,7,4,1,2.5e-4
2025-08-28,5,Hamar,Elliði,8,1,1,2.5e-4
2025-08-28,5,Hamar,Elliði,8,2,1,2.5e-4
2025-08-28,5,Hamar,Elliði,8,3,2,5e-4
2025-08-28,5,Hamar,Elliði,8,4,1,2.5e-4
2025-08-28,5,Hamar,Elliði,8,5,1,2.5e-4
2025-08-28,5,Hamar,Elliði,8,6,1,2.5e-4
2025-08-28,5,Hamar,Elliði,9,2,2,5e-4
2025-08-28,5,Hamar,Elliði,9,3,1,2.5e-4
2025-08-28,5,Hamar,Elliði,10,4,1,2.5e-4
2025-08-28,5,Hamar,Elliði,11,5,1,2.5e-4
2025-08-28,5,Hamar,Elliði,12,2,1,2.5e-4
2025-08-28,5,KH,KÁ,0,0,133,0.03325
2025-08-28,5,KH,KÁ,0,1,188,0.047
2025-08-28,5,KH,KÁ,0,2,124,0.031
2025-08-28,5,KH,KÁ,0,3,58,0.0145
2025-08-28,5,KH,KÁ,0,4,19,0.00475
2025-08-28,5,KH,KÁ,0,5,4,0.001
2025-08-28,5,KH,KÁ,0,6,1,2.5e-4
2025-08-28,5,KH,KÁ,1,0,242,0.0605
2025-08-28,5,KH,KÁ,1,1,333,0.08325
2025-08-28,5,KH,KÁ,1,2,242,0.0605
2025-08-28,5,KH,KÁ,1,3,105,0.02625
2025-08-28,5,KH,KÁ,1,4,30,0.0075
2025-08-28,5,KH,KÁ,1,5,9,0.00225
2025-08-28,5,KH,KÁ,1,6,8,0.002
2025-08-28,5,KH,KÁ,1,8,1,2.5e-4
2025-08-28,5,KH,KÁ,2,0,256,0.064
2025-08-28,5,KH,KÁ,2,1,331,0.08275
2025-08-28,5,KH,KÁ,2,2,244,0.061
2025-08-28,5,KH,KÁ,2,3,113,0.02825
2025-08-28,5,KH,KÁ,2,4,41,0.01025
2025-08-28,5,KH,KÁ,2,5,20,0.005
2025-08-28,5,KH,KÁ,2,6,9,0.00225
2025-08-28,5,KH,KÁ,2,7,1,2.5e-4
2025-08-28,5,KH,KÁ,3,0,186,0.0465
2025-08-28,5,KH,KÁ,3,1,273,0.06825
2025-08-28,5,KH,KÁ,3,2,165,0.04125
2025-08-28,5,KH,KÁ,3,3,101,0.02525
2025-08-28,5,KH,KÁ,3,4,34,0.0085
2025-08-28,5,KH,KÁ,3,5,16,0.004
2025-08-28,5,KH,KÁ,3,6,8,0.002
2025-08-28,5,KH,KÁ,3,8,1,2.5e-4
2025-08-28,5,KH,KÁ,4,0,100,0.025
2025-08-28,5,KH,KÁ,4,1,126,0.0315
2025-08-28,5,KH,KÁ,4,2,77,0.01925
2025-08-28,5,KH,KÁ,4,3,29,0.00725
2025-08-28,5,KH,KÁ,4,4,23,0.00575
2025-08-28,5,KH,KÁ,4,5,8,0.002
2025-08-28,5,KH,KÁ,4,6,1,2.5e-4
2025-08-28,5,KH,KÁ,5,0,41,0.01025
2025-08-28,5,KH,KÁ,5,1,77,0.01925
2025-08-28,5,KH,KÁ,5,2,42,0.0105
2025-08-28,5,KH,KÁ,5,3,31,0.00775
2025-08-28,5,KH,KÁ,5,4,7,0.00175
2025-08-28,5,KH,KÁ,5,5,6,0.0015
2025-08-28,5,KH,KÁ,5,6,3,7.5e-4
2025-08-28,5,KH,KÁ,6,0,19,0.00475
2025-08-28,5,KH,KÁ,6,1,30,0.0075
2025-08-28,5,KH,KÁ,6,2,18,0.0045
2025-08-28,5,KH,KÁ,6,3,5,0.00125
2025-08-28,5,KH,KÁ,6,4,8,0.002
2025-08-28,5,KH,KÁ,6,5,3,7.5e-4
2025-08-28,5,KH,KÁ,6,6,1,2.5e-4
2025-08-28,5,KH,KÁ,7,0,7,0.00175
2025-08-28,5,KH,KÁ,7,1,13,0.00325
2025-08-28,5,KH,KÁ,7,2,6,0.0015
2025-08-28,5,KH,KÁ,7,3,4,0.001
2025-08-28,5,KH,KÁ,7,4,1,2.5e-4
2025-08-28,5,KH,KÁ,7,5,1,2.5e-4
2025-08-28,5,KH,KÁ,8,0,4,0.001
2025-08-28,5,KH,KÁ,8,1,5,0.00125
2025-08-28,5,KH,KÁ,8,2,2,5e-4
2025-08-28,5,KH,KÁ,8,3,2,5e-4
2025-08-28,5,KH,KÁ,9,1,2,5e-4
2025-08-28,5,KH,KÁ,10,2,2,5e-4
2025-08-28,5,Vængir Júpiters,Árborg,0,0,152,0.038
2025-08-28,5,Vængir Júpiters,Árborg,0,1,188,0.047
2025-08-28,5,Vængir Júpiters,Árborg,0,2,171,0.04275
2025-08-28,5,Vængir Júpiters,Árborg,0,3,92,0.023
2025-08-28,5,Vængir Júpiters,Árborg,0,4,44,0.011
2025-08-28,5,Vængir Júpiters,Árborg,0,5,16,0.004
2025-08-28,5,Vængir Júpiters,Árborg,0,6,4,0.001
2025-08-28,5,Vængir Júpiters,Árborg,1,0,245,0.06125
2025-08-28,5,Vængir Júpiters,Árborg,1,1,373,0.09325
2025-08-28,5,Vængir Júpiters,Árborg,1,2,263,0.06575
2025-08-28,5,Vængir Júpiters,Árborg,1,3,158,0.0395
2025-08-28,5,Vængir Júpiters,Árborg,1,4,69,0.01725
2025-08-28,5,Vængir Júpiters,Árborg,1,5,25,0.00625
2025-08-28,5,Vængir Júpiters,Árborg,1,6,7,0.00175
2025-08-28,5,Vængir Júpiters,Árborg,1,7,1,2.5e-4
2025-08-28,5,Vængir Júpiters,Árborg,2,0,184,0.046
2025-08-28,5,Vængir Júpiters,Árborg,2,1,311,0.07775
2025-08-28,5,Vængir Júpiters,Árborg,2,2,278,0.0695
2025-08-28,5,Vængir Júpiters,Árborg,2,3,135,0.03375
2025-08-28,5,Vængir Júpiters,Árborg,2,4,78,0.0195
2025-08-28,5,Vængir Júpiters,Árborg,2,5,25,0.00625
2025-08-28,5,Vængir Júpiters,Árborg,2,6,8,0.002
2025-08-28,5,Vængir Júpiters,Árborg,2,7,1,2.5e-4
2025-08-28,5,Vængir Júpiters,Árborg,2,8,1,2.5e-4
2025-08-28,5,Vængir Júpiters,Árborg,2,9,1,2.5e-4
2025-08-28,5,Vængir Júpiters,Árborg,3,0,132,0.033
2025-08-28,5,Vængir Júpiters,Árborg,3,1,210,0.0525
